t=     0s {'MemAvailable': 16.64, 'MemFree': 8.18, 'Cached': 7.79, 'Shmem': 0.05, 'AnonPages': 4.88, 'Mapped': 1.01} top=[(3.4, 'VLLM::EngineCor'), (1.59, 'python3'), (0.55, 'claude'), (0.26, 'codex')] gpu=[N/A], 0 %
t=  1406s {'MemAvailable': 15.75, 'MemFree': 7.28, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1411s {'MemAvailable': 15.75, 'MemFree': 7.29, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1416s {'MemAvailable': 15.75, 'MemFree': 7.28, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1422s {'MemAvailable': 15.75, 'MemFree': 7.28, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1427s {'MemAvailable': 15.74, 'MemFree': 7.28, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1432s {'MemAvailable': 15.74, 'MemFree': 7.28, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1437s {'MemAvailable': 15.75, 'MemFree': 7.28, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1442s {'MemAvailable': 15.75, 'MemFree': 7.29, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.06, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1447s {'MemAvailable': 15.75, 'MemFree': 7.29, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.06, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1452s {'MemAvailable': 15.75, 'MemFree': 7.29, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.06, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1457s {'MemAvailable': 15.75, 'MemFree': 7.28, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.06, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1462s {'MemAvailable': 15.76, 'MemFree': 7.29, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.06, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1467s {'MemAvailable': 15.76, 'MemFree': 7.29, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1472s {'MemAvailable': 15.76, 'MemFree': 7.3, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1477s {'MemAvailable': 15.76, 'MemFree': 7.3, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1482s {'MemAvailable': 15.75, 'MemFree': 7.29, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1487s {'MemAvailable': 15.75, 'MemFree': 7.29, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1492s {'MemAvailable': 15.75, 'MemFree': 7.29, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1497s {'MemAvailable': 15.75, 'MemFree': 7.29, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1502s {'MemAvailable': 15.76, 'MemFree': 7.29, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.06, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1508s {'MemAvailable': 15.75, 'MemFree': 7.29, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.06, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1513s {'MemAvailable': 15.74, 'MemFree': 7.28, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.06, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1518s {'MemAvailable': 15.74, 'MemFree': 7.28, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.06, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1523s {'MemAvailable': 15.75, 'MemFree': 7.28, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1528s {'MemAvailable': 15.75, 'MemFree': 7.29, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1533s {'MemAvailable': 15.74, 'MemFree': 7.28, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1538s {'MemAvailable': 15.75, 'MemFree': 7.29, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1543s {'MemAvailable': 15.75, 'MemFree': 7.28, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1548s {'MemAvailable': 15.75, 'MemFree': 7.29, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1553s {'MemAvailable': 15.75, 'MemFree': 7.29, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1558s {'MemAvailable': 15.75, 'MemFree': 7.28, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1563s {'MemAvailable': 15.74, 'MemFree': 7.28, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1568s {'MemAvailable': 15.74, 'MemFree': 7.28, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1573s {'MemAvailable': 15.75, 'MemFree': 7.28, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1578s {'MemAvailable': 15.75, 'MemFree': 7.28, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1583s {'MemAvailable': 15.75, 'MemFree': 7.29, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1588s {'MemAvailable': 15.75, 'MemFree': 7.29, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1593s {'MemAvailable': 15.76, 'MemFree': 7.29, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1599s {'MemAvailable': 15.76, 'MemFree': 7.29, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1604s {'MemAvailable': 15.76, 'MemFree': 7.3, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1609s {'MemAvailable': 15.76, 'MemFree': 7.3, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1614s {'MemAvailable': 15.76, 'MemFree': 7.3, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1619s {'MemAvailable': 15.77, 'MemFree': 7.3, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1624s {'MemAvailable': 15.75, 'MemFree': 7.29, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1629s {'MemAvailable': 15.76, 'MemFree': 7.29, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1634s {'MemAvailable': 15.76, 'MemFree': 7.3, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1639s {'MemAvailable': 15.76, 'MemFree': 7.29, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1644s {'MemAvailable': 15.76, 'MemFree': 7.29, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1649s {'MemAvailable': 15.76, 'MemFree': 7.29, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1654s {'MemAvailable': 15.76, 'MemFree': 7.3, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1659s {'MemAvailable': 15.76, 'MemFree': 7.3, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1664s {'MemAvailable': 15.77, 'MemFree': 7.3, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1669s {'MemAvailable': 15.76, 'MemFree': 7.3, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 0.99} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1674s {'MemAvailable': 15.77, 'MemFree': 7.3, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1679s {'MemAvailable': 15.77, 'MemFree': 7.3, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1685s {'MemAvailable': 15.77, 'MemFree': 7.3, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1690s {'MemAvailable': 15.77, 'MemFree': 7.3, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.06, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1695s {'MemAvailable': 15.76, 'MemFree': 7.29, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.06, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1700s {'MemAvailable': 15.76, 'MemFree': 7.29, 'Cached': 7.8, 'Shmem': 0.05, 'AnonPages': 5.06, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1705s {'MemAvailable': 15.76, 'MemFree': 7.29, 'Cached': 7.81, 'Shmem': 0.05, 'AnonPages': 5.06, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1710s {'MemAvailable': 15.76, 'MemFree': 7.29, 'Cached': 7.81, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1715s {'MemAvailable': 15.76, 'MemFree': 7.29, 'Cached': 7.81, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.47, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1720s {'MemAvailable': 15.76, 'MemFree': 7.29, 'Cached': 7.81, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1725s {'MemAvailable': 15.77, 'MemFree': 7.29, 'Cached': 7.81, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1730s {'MemAvailable': 15.77, 'MemFree': 7.29, 'Cached': 7.81, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1735s {'MemAvailable': 15.77, 'MemFree': 7.29, 'Cached': 7.81, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1740s {'MemAvailable': 15.77, 'MemFree': 7.29, 'Cached': 7.81, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1745s {'MemAvailable': 15.77, 'MemFree': 7.29, 'Cached': 7.81, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1750s {'MemAvailable': 15.77, 'MemFree': 7.29, 'Cached': 7.81, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1755s {'MemAvailable': 15.77, 'MemFree': 7.29, 'Cached': 7.81, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1760s {'MemAvailable': 15.77, 'MemFree': 7.29, 'Cached': 7.81, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1766s {'MemAvailable': 15.77, 'MemFree': 7.3, 'Cached': 7.81, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1771s {'MemAvailable': 15.77, 'MemFree': 7.29, 'Cached': 7.81, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1776s {'MemAvailable': 15.77, 'MemFree': 7.3, 'Cached': 7.81, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1781s {'MemAvailable': 15.77, 'MemFree': 7.29, 'Cached': 7.81, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1786s {'MemAvailable': 15.77, 'MemFree': 7.29, 'Cached': 7.81, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1791s {'MemAvailable': 15.77, 'MemFree': 7.29, 'Cached': 7.81, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.49, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1796s {'MemAvailable': 15.77, 'MemFree': 7.29, 'Cached': 7.81, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.49, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1801s {'MemAvailable': 15.76, 'MemFree': 7.29, 'Cached': 7.81, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.49, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1806s {'MemAvailable': 15.77, 'MemFree': 7.29, 'Cached': 7.81, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.49, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1811s {'MemAvailable': 15.76, 'MemFree': 7.29, 'Cached': 7.81, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1816s {'MemAvailable': 15.77, 'MemFree': 7.29, 'Cached': 7.81, 'Shmem': 0.05, 'AnonPages': 5.05, 'Mapped': 1.0} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.48, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1821s {'MemAvailable': 15.75, 'MemFree': 7.26, 'Cached': 7.82, 'Shmem': 0.05, 'AnonPages': 5.06, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.5, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1826s {'MemAvailable': 15.75, 'MemFree': 7.26, 'Cached': 7.82, 'Shmem': 0.05, 'AnonPages': 5.07, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.51, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
t=  1831s {'MemAvailable': 15.74, 'MemFree': 7.26, 'Cached': 7.82, 'Shmem': 0.05, 'AnonPages': 5.06, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.51, 'claude'), (0.25, 'codex')] gpu=[N/A], 96 %
t=  1836s {'MemAvailable': 15.74, 'MemFree': 7.26, 'Cached': 7.82, 'Shmem': 0.05, 'AnonPages': 5.06, 'Mapped': 1.01} top=[(3.43, 'VLLM::EngineCor'), (1.78, 'python3'), (0.51, 'claude'), (0.25, 'codex')] gpu=[N/A], 95 %
slot2 usage {'prompt_tokens': 250128, 'total_tokens': 250176, 'completion_tokens': 48, 'completion_tokens_details': {'reasoning_tokens': 0}} wall=1841s
slot3 usage {'prompt_tokens': 250128, 'total_tokens': 250176, 'completion_tokens': 48, 'completion_tokens_details': {'reasoning_tokens': 0}} wall=1841s
done wall=1841s
